"","Freq","Rel.Freq"
"compounds",11,1.26002290950745
"culture",11,1.26002290950745
"enhanced",11,1.26002290950745
"habitats",11,1.26002290950745
"halophilic",11,1.26002290950745
"metals",11,1.26002290950745
"methane",11,1.26002290950745
"red",11,1.26002290950745
"removal",11,1.26002290950745
"salinity",11,1.26002290950745
"ammonia",10,1.1454753722795
"application",10,1.1454753722795
"bay",10,1.1454753722795
"crude",10,1.1454753722795
"ecological",10,1.1454753722795
"factors",10,1.1454753722795
"hainan",10,1.1454753722795
"hydrocarbon",10,1.1454753722795
"indonesia",10,1.1454753722795
"influence",10,1.1454753722795
"insights",10,1.1454753722795
"nutrient",10,1.1454753722795
"promoting",10,1.1454753722795
"responses",10,1.1454753722795
"rhizospheric",10,1.1454753722795
"sea",10,1.1454753722795
"source",10,1.1454753722795
"spp",10,1.1454753722795
"2",9,1.03092783505155
"anaerobic",9,1.03092783505155
"antioxidant",9,1.03092783505155
"arid",9,1.03092783505155
"aromatic",9,1.03092783505155
"bengal",9,1.03092783505155
"biocontrol",9,1.03092783505155
"biological",9,1.03092783505155
"cytotoxic",9,1.03092783505155
"fixation",9,1.03092783505155
"genes",9,1.03092783505155
"gradient",9,1.03092783505155
"isolate",9,1.03092783505155
"mangle",9,1.03092783505155
"matter",9,1.03092783505155
"microbes",9,1.03092783505155
"microorganisms",9,1.03092783505155
"polycyclic",9,1.03092783505155
"reduction",9,1.03092783505155
"variation",9,1.03092783505155
"4",8,0.916380297823597
"amylase",8,0.916380297823597
"antioxidative",8,0.916380297823597
"delta",8,0.916380297823597
"draft",8,0.916380297823597
"early",8,0.916380297823597
"endophytic",8,0.916380297823597
"enrichment",8,0.916380297823597
"environment",8,0.916380297823597
"environments",8,0.916380297823597
"estuarine",8,0.916380297823597
"function",8,0.916380297823597
"fusarium",8,0.916380297823597
"germinans",8,0.916380297823597
"high",8,0.916380297823597
"hydrocarbons",8,0.916380297823597
"impact",8,0.916380297823597
"isolates",8,0.916380297823597
"litter",8,0.916380297823597
"metabolites",8,0.916380297823597
"metagenomics",8,0.916380297823597
"pollution",8,0.916380297823597
"sequencing",8,0.916380297823597
"solubilizing",8,0.916380297823597
"strains",8,0.916380297823597
"term",8,0.916380297823597
"tidal",8,0.916380297823597
"trichoderma",8,0.916380297823597
"vibrio",8,0.916380297823597
"water",8,0.916380297823597
"abundance",7,0.801832760595647
"alters",7,0.801832760595647
"bhitarkanika",7,0.801832760595647
"bio",7,0.801832760595647
"biosurfactant",7,0.801832760595647
"candel",7,0.801832760595647
"changes",7,0.801832760595647
"characteristics",7,0.801832760595647
"conditions",7,0.801832760595647
"culturable",7,0.801832760595647
"en",7,0.801832760595647
"extracellular",7,0.801832760595647
"fixing",7,0.801832760595647
"glomalin",7,0.801832760595647
"hk1",7,0.801832760595647
"indian",7,0.801832760595647
"library",7,0.801832760595647
"long",7,0.801832760595647
"metagenome",7,0.801832760595647
"nanoparticles",7,0.801832760595647
"process",7,0.801832760595647
"pseudomonas",7,0.801832760595647
"resistant",7,0.801832760595647
"response",7,0.801832760595647
"reveals",7,0.801832760595647
"solid",7,0.801832760595647
"state",7,0.801832760595647
"study",7,0.801832760595647
"sundarban",7,0.801832760595647
"tolerance",7,0.801832760595647
"wastewater",7,0.801832760595647
"yeast",7,0.801832760595647
"β",7,0.801832760595647
"16s",6,0.687285223367698
"3",6,0.687285223367698
"ability",6,0.687285223367698
"addition",6,0.687285223367698
"aerobic",6,0.687285223367698
"antibiotic",6,0.687285223367698
"antibiotics",6,0.687285223367698
"approach",6,0.687285223367698
"assemblages",6,0.687285223367698
"assembly",6,0.687285223367698
"biochemical",6,0.687285223367698
"biosynthesis",6,0.687285223367698
"capacity",6,0.687285223367698
"cell",6,0.687285223367698
"contrasting",6,0.687285223367698
"contribution",6,0.687285223367698
"cultivation",6,0.687285223367698
"decomposition",6,0.687285223367698
"denitrification",6,0.687285223367698
"description",6,0.687285223367698
"enzyme",6,0.687285223367698
"family",6,0.687285223367698
"gen",6,0.687285223367698
"gulf",6,0.687285223367698
"habitat",6,0.687285223367698
"halotolerant",6,0.687285223367698
"indole",6,0.687285223367698
"ma",6,0.687285223367698
"metabolic",6,0.687285223367698
"mexico",6,0.687285223367698
"oxidation",6,0.687285223367698
"petroleum",6,0.687285223367698
"phthalate",6,0.687285223367698
"pichavaram",6,0.687285223367698
"polythene",6,0.687285223367698
"prenylated",6,0.687285223367698
"prokaryotic",6,0.687285223367698
"region",6,0.687285223367698
"reserve",6,0.687285223367698
"revealed",6,0.687285223367698
"rice",6,0.687285223367698
"roots",6,0.687285223367698
"rrna",6,0.687285223367698
"samples",6,0.687285223367698
"secondary",6,0.687285223367698
"shrimp",6,0.687285223367698
"sites",6,0.687285223367698
"sonneratia",6,0.687285223367698
"spatial",6,0.687285223367698
"studies",6,0.687285223367698
"swamps",6,0.687285223367698
"variations",6,0.687285223367698
"",5,0.572737686139748
"6",5,0.572737686139748
"7",5,0.572737686139748
"alkaloids",5,0.572737686139748
"ammonium",5,0.572737686139748
"anticancer",5,0.572737686139748
"apetala",5,0.572737686139748
"aquatic",5,0.572737686139748
"biosynthetic",5,0.572737686139748
"blue",5,0.572737686139748
"butyl",5,0.572737686139748
"cancer",5,0.572737686139748
"cellulolytic",5,0.572737686139748
"chromium",5,0.572737686139748
"co2",5,0.572737686139748
"consortium",5,0.572737686139748
"constructed",5,0.572737686139748
"crab",5,0.572737686139748
"dependent",5,0.572737686139748
"development",5,0.572737686139748
"diazotrophic",5,0.572737686139748
"diesel",5,0.572737686139748
"distinct",5,0.572737686139748
"dna",5,0.572737686139748
"dongzhaigang",5,0.572737686139748
"eastern",5,0.572737686139748
"ecology",5,0.572737686139748
"elucidation",5,0.572737686139748
"emissions",5,0.572737686139748
"endophyte",5,0.572737686139748
"freshwater",5,0.572737686139748
"goa",5,0.572737686139748
"impacted",5,0.572737686139748
"intertidal",5,0.572737686139748
"investigation",5,0.572737686139748
"islands",5,0.572737686139748
"kandeliae",5,0.572737686139748
"marsh",5,0.572737686139748
"microbiomes",5,0.572737686139748
"n2",5,0.572737686139748
"nitrate",5,0.572737686139748
"nitrification",5,0.572737686139748
"nonomuraea",5,0.572737686139748
"occurrence",5,0.572737686139748
"oxide",5,0.572737686139748
"patterns",5,0.572737686139748
"phylogeny",5,0.572737686139748
"populations",5,0.572737686139748
"potent",5,0.572737686139748
"potentials",5,0.572737686139748
"protein",5,0.572737686139748
"pyrene",5,0.572737686139748
"rhizobacteria",5,0.572737686139748
"saline",5,0.572737686139748
"sample",5,0.572737686139748
"seedlings",5,0.572737686139748
"semi",5,0.572737686139748
"sequestration",5,0.572737686139748
"shenzhen",5,0.572737686139748
"solubilization",5,0.572737686139748
"sources",5,0.572737686139748
"southeast",5,0.572737686139748
"southern",5,0.572737686139748
"specific",5,0.572737686139748
"stress",5,0.572737686139748
"subtilis",5,0.572737686139748
"sulfur",5,0.572737686139748
"surface",5,0.572737686139748
"system",5,0.572737686139748
"thermophilic",5,0.572737686139748
"thuringiensis",5,0.572737686139748
"α",5,0.572737686139748
"22",4,0.458190148911798
"acids",4,0.458190148911798
"agents",4,0.458190148911798
"agro",4,0.458190148911798
"agromyces",4,0.458190148911798
"andaman",4,0.458190148911798
"antagonistic",4,0.458190148911798
"anthropogenic",4,0.458190148911798
"antifungal",4,0.458190148911798
"applications",4,0.458190148911798
"aquaculture",4,0.458190148911798
"areas",4,0.458190148911798
"biodiversity",4,0.458190148911798
"bioprospecting",4,0.458190148911798
"biotechnological",4,0.458190148911798
"black",4,0.458190148911798
"brevibacillus",4,0.458190148911798
"cadmium",4,0.458190148911798
"candida",4,0.458190148911798
"cellulase",4,0.458190148911798
"cereus",4,0.458190148911798
"chitinase",4,0.458190148911798
"colonization",4,0.458190148911798
"comparison",4,0.458190148911798
"components",4,0.458190148911798
"compound",4,0.458190148911798
"control",4,0.458190148911798
"da",4,0.458190148911798
"derivatives",4,0.458190148911798
"differential",4,0.458190148911798
"diketopiperazine",4,0.458190148911798
"diphenyl",4,0.458190148911798
"discovery",4,0.458190148911798
"diverse",4,0.458190148911798
"effective",4,0.458190148911798
"efficiency",4,0.458190148911798
"emended",4,0.458190148911798
"enhance",4,0.458190148911798
"evidence",4,0.458190148911798
"exploration",4,0.458190148911798
"extracted",4,0.458190148911798
"flavus",4,0.458190148911798
"genomic",4,0.458190148911798
"genus",4,0.458190148911798
"glucosidase",4,0.458190148911798
"human",4,0.458190148911798
"indicators",4,0.458190148911798
"inundation",4,0.458190148911798
"janthinellum",4,0.458190148911798
"leaves",4,0.458190148911798
"low",4,0.458190148911798
"media",4,0.458190148911798
"metabolism",4,0.458190148911798
"metabolite",4,0.458190148911798
"mosquitocidal",4,0.458190148911798
"multi",4,0.458190148911798
"musc",4,0.458190148911798
"nadu",4,0.458190148911798
"nature",4,0.458190148911798
"newly",4,0.458190148911798
"niger",4,0.458190148911798
"north",4,0.458190148911798
"pahs",4,0.458190148911798
"pentachlorophenol",4,0.458190148911798
"phenanthrene",4,0.458190148911798
"phosphorus",4,0.458190148911798
"pluripotens",4,0.458190148911798
"polluted",4,0.458190148911798
"poly",4,0.458190148911798
"por",4,0.458190148911798
"preliminary",4,0.458190148911798
"presence",4,0.458190148911798
"products",4,0.458190148911798
"profiles",4,0.458190148911798
"protease",4,0.458190148911798
"rare",4,0.458190148911798
"rates",4,0.458190148911798
"reducing",4,0.458190148911798
"resistance",4,0.458190148911798
"restoration",4,0.458190148911798
"reveal",4,0.458190148911798
"rhizospheres",4,0.458190148911798
"scale",4,0.458190148911798
"selected",4,0.458190148911798
"short",4,0.458190148911798
"solimangrovi",4,0.458190148911798
"solubilising",4,0.458190148911798
"southeastern",4,0.458190148911798
"stylosa",4,0.458190148911798
"sulfate",4,0.458190148911798
"synthesis",4,0.458190148911798
"tamil",4,0.458190148911798
"temporal",4,0.458190148911798
"terreus",4,0.458190148911798
"treatment",4,0.458190148911798
"xylanase",4,0.458190148911798
"yangia",4,0.458190148911798
"young",4,0.458190148911798
"10",3,0.343642611683849
"acanthus",3,0.343642611683849
"accumulation",3,0.343642611683849
"acetate",3,0.343642611683849
"acrostichum",3,0.343642611683849
"active",3,0.343642611683849
"aegiceras",3,0.343642611683849
"aeruginosa",3,0.343642611683849
"agent",3,0.343642611683849
"alkaliphilic",3,0.343642611683849
"amendment",3,0.343642611683849
"amyloliquefaciens",3,0.343642611683849
"anammox",3,0.343642611683849
"apiculata",3,0.343642611683849
"arabia",3,0.343642611683849
"archaea",3,0.343642611683849
"area",3,0.343642611683849
"arsenic",3,0.343642611683849
"assessed",3,0.343642611683849
"association",3,0.343642611683849
"atlantic",3,0.343642611683849
"bacteriocin",3,0.343642611683849
"bags",3,0.343642611683849
"beneficial",3,0.343642611683849
"benzyl",3,0.343642611683849
"biochar",3,0.343642611683849
"biofilm",3,0.343642611683849
"biogenic",3,0.343642611683849
"biogeochemistry",3,0.343642611683849
"biosorption",3,0.343642611683849
"borne",3,0.343642611683849
"buffering",3,0.343642611683849
"case",3,0.343642611683849
"caseolaris",3,0.343642611683849
"change",3,0.343642611683849
"characterisation",3,0.343642611683849
"chitin",3,0.343642611683849
"cloning",3,0.343642611683849
"clusters",3,0.343642611683849
"concentrations",3,0.343642611683849
"condition",3,0.343642611683849
"conductance",3,0.343642611683849
"contamination",3,0.343642611683849
"conversion",3,0.343642611683849
"copper",3,0.343642611683849
"corniculatum",3,0.343642611683849
"cycling",3,0.343642611683849
"del",3,0.343642611683849
"denaturing",3,0.343642611683849
"determination",3,0.343642611683849
"determined",3,0.343642611683849
"di",3,0.343642611683849
"diazotrophs",3,0.343642611683849
"dioxide",3,0.343642611683849
"disease",3,0.343642611683849
"district",3,0.343642611683849
"dominated",3,0.343642611683849
"drug",3,0.343642611683849
"edaphic",3,0.343642611683849
"electrophoresis",3,0.343642611683849
"endophytes",3,0.343642611683849
"energy",3,0.343642611683849
"estuaries",3,0.343642611683849
"ether",3,0.343642611683849
"experiment",3,0.343642611683849
"explored",3,0.343642611683849
"extraction",3,0.343642611683849
"extracts",3,0.343642611683849
"exudates",3,0.343642611683849
"factor",3,0.343642611683849
"facultative",3,0.343642611683849
"fe",3,0.343642611683849
"field",3,0.343642611683849
"flooding",3,0.343642611683849
"florida",3,0.343642611683849
"fluctuation",3,0.343642611683849
"formation",3,0.343642611683849
"futian",3,0.343642611683849
"gel",3,0.343642611683849
"genetic",3,0.343642611683849
"green",3,0.343642611683849
"halophyte",3,0.343642611683849
"hydroxybutyrate",3,0.343642611683849
"ilicifolius",3,0.343642611683849
"implications",3,0.343642611683849
"improve",3,0.343642611683849
"independent",3,0.343642611683849
"indonesian",3,0.343642611683849
"influenced",3,0.343642611683849
"interactions",3,0.343642611683849
"interspecific",3,0.343642611683849
"isoptericola",3,0.343642611683849
"java",3,0.343642611683849
"kinetics",3,0.343642611683849
"klebsiella",3,0.343642611683849
"krishna",3,0.343642611683849
"laccase",3,0.343642611683849
"lead",3,0.343642611683849
"leaf",3,0.343642611683849
"mahanadi",3,0.343642611683849
"major",3,0.343642611683849
"mangalore",3,0.343642611683849
"manganese",3,0.343642611683849
"manglares",3,0.343642611683849
"mechanisms",3,0.343642611683849
"member",3,0.343642611683849
"methods",3,0.343642611683849
"micro",3,0.343642611683849
"microcosm",3,0.343642611683849
"microfungi",3,0.343642611683849
"microplastics",3,0.343642611683849
"mitigation",3,0.343642611683849
"moderately",3,0.343642611683849
"morphological",3,0.343642611683849
"mrsa",3,0.343642611683849
"mud",3,0.343642611683849
"muthupettai",3,0.343642611683849
"networks",3,0.343642611683849
"nicobar",3,0.343642611683849
"northern",3,0.343642611683849
"pathogenic",3,0.343642611683849
"pathogens",3,0.343642611683849
"pcr",3,0.343642611683849
"peptides",3,0.343642611683849
"performance",3,0.343642611683849
"philippine",3,0.343642611683849
"phyllosphere",3,0.343642611683849
"physicochemical",3,0.343642611683849
"phytoremediation",3,0.343642611683849
"pigments",3,0.343642611683849
"plastic",3,0.343642611683849
"polybrominated",3,0.343642611683849
"polyketides",3,0.343642611683849
"ponds",3,0.343642611683849
"population",3,0.343642611683849
"potency",3,0.343642611683849
"predominant",3,0.343642611683849
"prevalence",3,0.343642611683849
"profile",3,0.343642611683849
"profiling",3,0.343642611683849
"promising",3,0.343642611683849
"pseudonocardia",3,0.343642611683849
"pumilus",3,0.343642611683849
"purification",3,0.343642611683849
"pyrosequencing",3,0.343642611683849
"pythium",3,0.343642611683849
"quorum",3,0.343642611683849
"rate",3,0.343642611683849
"redox",3,0.343642611683849
"reduced",3,0.343642611683849
"regenerated",3,0.343642611683849
"regions",3,0.343642611683849
"remediation",3,0.343642611683849
"residues",3,0.343642611683849
"restinga",3,0.343642611683849
"sanya",3,0.343642611683849
"saudi",3,0.343642611683849
"schaueriana",3,0.343642611683849
"selective",3,0.343642611683849
"senescent",3,0.343642611683849
"shifts",3,0.343642611683849
"soli",3,0.343642611683849
"southwest",3,0.343642611683849
"spill",3,0.343642611683849
"stands",3,0.343642611683849
"storage",3,0.343642611683849
"structural",3,0.343642611683849
"submerged",3,0.343642611683849
"substrate",3,0.343642611683849
"suelo",3,0.343642611683849
"sulphur",3,0.343642611683849
"supply",3,0.343642611683849
"suppression",3,0.343642611683849
"swamp",3,0.343642611683849
"symbiosis",3,0.343642611683849
"tolerant",3,0.343642611683849
"toxic",3,0.343642611683849
"toxicity",3,0.343642611683849
"types",3,0.343642611683849
"uptake",3,0.343642611683849
"urban",3,0.343642611683849
"utilization",3,0.343642611683849
"variability",3,0.343642611683849
"vegetation",3,0.343642611683849
"vietnam",3,0.343642611683849
"viride",3,0.343642611683849
"vitro",3,0.343642611683849
"weight",3,0.343642611683849
"wenchangensis",3,0.343642611683849
"01",2,0.229095074455899
"11",2,0.229095074455899
"14",2,0.229095074455899
"15",2,0.229095074455899
"150",2,0.229095074455899
"16",2,0.229095074455899
"5",2,0.229095074455899
"8",2,0.229095074455899
"accumulating",2,0.229095074455899
"aceh",2,0.229095074455899
"acetylene",2,0.229095074455899
"aciduric",2,0.229095074455899
"actinobacterial",2,0.229095074455899
"acuminata",2,0.229095074455899
"adsorption",2,0.229095074455899
"aedes",2,0.229095074455899
"aegypti",2,0.229095074455899
"aeromonas",2,0.229095074455899
"africa",2,0.229095074455899
"agar",2,0.229095074455899
"ages",2,0.229095074455899
"al",2,0.229095074455899
"albogriseolus",2,0.229095074455899
"albus",2,0.229095074455899
"alkaline",2,0.229095074455899
"alkaloid",2,0.229095074455899
"alleviate",2,0.229095074455899
"amf",2,0.229095074455899
"amplicon",2,0.229095074455899
"amylolytic",2,0.229095074455899
"analyses",2,0.229095074455899
"andhra",2,0.229095074455899
"anoxic",2,0.229095074455899
"antidermatophytic",2,0.229095074455899
"antiproliferative",2,0.229095074455899
"antitumor",2,0.229095074455899
"applied",2,0.229095074455899
"approaches",2,0.229095074455899
"arabian",2,0.229095074455899
"asanoa",2,0.229095074455899
"asia",2,0.229095074455899
"assay",2,0.229095074455899
"assessing",2,0.229095074455899
"assisted",2,0.229095074455899
"australia",2,0.229095074455899
"australis",2,0.229095074455899
"availability",2,0.229095074455899
"avicenniae",2,0.229095074455899
"azaphilones",2,0.229095074455899
"bacterias",2,0.229095074455899
"balochistan",2,0.229095074455899
"baltica",2,0.229095074455899
"bamenwan",2,0.229095074455899
"bangladesh",2,0.229095074455899
"bde",2,0.229095074455899
"beibu",2,0.229095074455899
"benzo",2,0.229095074455899
"betaproteobacteria",2,0.229095074455899
"bioactivity",2,0.229095074455899
"bioaugmentation",2,0.229095074455899
"biocatalysts",2,0.229095074455899
"bioethanol",2,0.229095074455899
"biogeochemical",2,0.229095074455899
"biogeographic",2,0.229095074455899
"bioindicators",2,0.229095074455899
"biosphere",2,0.229095074455899
"blight",2,0.229095074455899
"brevis",2,0.229095074455899
"broad",2,0.229095074455899
"capable",2,0.229095074455899
"carbono",2,0.229095074455899
"cardoso",2,0.229095074455899
"caribbean",2,0.229095074455899
"center",2,0.229095074455899
"century",2,0.229095074455899
"ceriops",2,0.229095074455899
"chain",2,0.229095074455899
"chiayiensis",2,0.229095074455899
"ciliate",2,0.229095074455899
"ciliates",2,0.229095074455899
"ciliophora",2,0.229095074455899
"cities",2,0.229095074455899
"clade",2,0.229095074455899
"class",2,0.229095074455899
"clay",2,0.229095074455899
"climate",2,0.229095074455899
"colon",2,0.229095074455899
"comb",2,0.229095074455899
"combretaceae",2,0.229095074455899
"comparative",2,0.229095074455899
"compartments",2,0.229095074455899
"complexity",2,0.229095074455899
"conformation",2,0.229095074455899
"conocarpus",2,0.229095074455899
"constituents",2,0.229095074455899
"construction",2,0.229095074455899
"continuous",2,0.229095074455899
"contribute",2,0.229095074455899
"core",2,0.229095074455899
"corrosion",2,0.229095074455899
"cr",2,0.229095074455899
"crassipes",2,0.229095074455899
"creek",2,0.229095074455899
"crop",2,0.229095074455899
"cyanobacteria",2,0.229095074455899
"dakshina",2,0.229095074455899
"decaying",2,0.229095074455899
"dechlorination",2,0.229095074455899
"deciphering",2,0.229095074455899
"degrade",2,0.229095074455899
"degrader",2,0.229095074455899
"depth",2,0.229095074455899
"depths",2,0.229095074455899
"derivative",2,0.229095074455899
"design",2,0.229095074455899
"diagenesis",2,0.229095074455899
"diazotroph",2,0.229095074455899
"differences",2,0.229095074455899
"differentiation",2,0.229095074455899
"dinámica",2,0.229095074455899
"disrupting",2,0.229095074455899
"disturbance",2,0.229095074455899
"dominant",2,0.229095074455899
"dos",2,0.229095074455899
"driven",2,0.229095074455899
"drivers",2,0.229095074455899
"eco",2,0.229095074455899
"ecologically",2,0.229095074455899
"effectiveness",2,0.229095074455899
"efficacy",2,0.229095074455899
"effuses",2,0.229095074455899
"egypt",2,0.229095074455899
"elemental",2,0.229095074455899
"endo",2,0.229095074455899
"endocrine",2,0.229095074455899
"engineering",2,0.229095074455899
"enriched",2,0.229095074455899
"enzymes",2,0.229095074455899
"erectus",2,0.229095074455899
"ethers",2,0.229095074455899
"eurotium",2,0.229095074455899
"exerts",2,0.229095074455899
"exhibit",2,0.229095074455899
"exhibiting",2,0.229095074455899
"experimentally",2,0.229095074455899
"exposed",2,0.229095074455899
"expression",2,0.229095074455899
"fatty",2,0.229095074455899
"features",2,0.229095074455899
"fern",2,0.229095074455899
"flat",2,0.229095074455899
"flava",2,0.229095074455899
"flexus",2,0.229095074455899
"flow",2,0.229095074455899
"flujo",2,0.229095074455899
"fluorescens",2,0.229095074455899
"fluxes",2,0.229095074455899
"food",2,0.229095074455899
"fragment",2,0.229095074455899
"friendly",2,0.229095074455899
"functioning",2,0.229095074455899
"functions",2,0.229095074455899
"gallic",2,0.229095074455899
"gas",2,0.229095074455899
"generation",2,0.229095074455899
"genetically",2,0.229095074455899
"geochemistry",2,0.229095074455899
"geographical",2,0.229095074455899
"geotrichum",2,0.229095074455899
"gilvigriseus",2,0.229095074455899
"glycosides",2,0.229095074455899
"gradients",2,0.229095074455899
"grass",2,0.229095074455899
"gray",2,0.229095074455899
"greenhouse",2,0.229095074455899
"ground",2,0.229095074455899
"groups",2,0.229095074455899
"grown",2,0.229095074455899
"guided",2,0.229095074455899
"h1",2,0.229095074455899
"h1n1",2,0.229095074455899
"hahella",2,0.229095074455899
"hainanensis",2,0.229095074455899
"half",2,0.229095074455899
"halophile",2,0.229095074455899
"halophytic",2,0.229095074455899
"harbor",2,0.229095074455899
"harveyi",2,0.229095074455899
"hidrocarburos",2,0.229095074455899
"holocene",2,0.229095074455899
"host",2,0.229095074455899
"humi",2,0.229095074455899
"humic",2,0.229095074455899
"hydrolase",2,0.229095074455899
"hydrolases",2,0.229095074455899
"hydrolyzing",2,0.229095074455899
"ica56",2,0.229095074455899
"ii",2,0.229095074455899
"improvement",2,0.229095074455899
"increased",2,0.229095074455899
"increases",2,0.229095074455899
"incubation",2,0.229095074455899
"indicum",2,0.229095074455899
"induced",2,0.229095074455899
"industrial",2,0.229095074455899
"influences",2,0.229095074455899
"influencing",2,0.229095074455899
"inhibition",2,0.229095074455899
"inhibitory",2,0.229095074455899
"initial",2,0.229095074455899
"inoculation",2,0.229095074455899
"integrated",2,0.229095074455899
"interaction",2,0.229095074455899
"inulinase",2,0.229095074455899
"isoflavone",2,0.229095074455899
"janeiro",2,0.229095074455899
"japan",2,0.229095074455899
"jiulong",2,0.229095074455899
"kannada",2,0.229095074455899
"karnataka",2,0.229095074455899
"key",2,0.229095074455899
"konkan",2,0.229095074455899
"la",2,0.229095074455899
"labile",2,0.229095074455899
"laboratory",2,0.229095074455899
"laguncularia",2,0.229095074455899
"land",2,0.229095074455899
"landscape",2,0.229095074455899
"laterosporus",2,0.229095074455899
"leone",2,0.229095074455899
"levels",2,0.229095074455899
"licheniformis",2,0.229095074455899
"lignocellulose",2,0.229095074455899
"limited",2,0.229095074455899
"lines",2,0.229095074455899
"lipopeptide",2,0.229095074455899
"located",2,0.229095074455899
"loss",2,0.229095074455899
"lyase",2,0.229095074455899
"lysis",2,0.229095074455899
"macrolides",2,0.229095074455899
"maheshkhaliensis",2,0.229095074455899
"malaysian",2,0.229095074455899
"manglicolous",2,0.229095074455899
"mangrovisoli",2,0.229095074455899
"maowei",2,0.229095074455899
"mariana",2,0.229095074455899
"maritima",2,0.229095074455899
"martelella",2,0.229095074455899
"mass",2,0.229095074455899
"mature",2,0.229095074455899
"mediated",2,0.229095074455899
"membrane",2,0.229095074455899
"mesocosm",2,0.229095074455899
"methanogenic",2,0.229095074455899
"methanotrophic",2,0.229095074455899
"methodology",2,0.229095074455899
"microbiota",2,0.229095074455899
"microcosms",2,0.229095074455899
"microflora",2,0.229095074455899
"microorganism",2,0.229095074455899
"mineral",2,0.229095074455899
"morphology",2,0.229095074455899
"mucor",2,0.229095074455899
"multiple",2,0.229095074455899
"mum256",2,0.229095074455899
