"","Freq","Rel.Freq"
"reserved",119,13.631156930126
"cell",118,13.5166093928981
"source",117,13.4020618556701
"determined",115,13.1729667812142
"isolate",114,13.0584192439863
"positive",114,13.0584192439863
"rights",112,12.8293241695304
"sequencing",112,12.8293241695304
"china",111,12.7147766323024
"investigated",111,12.7147766323024
"including",110,12.6002290950745
"proposed",109,12.4856815578465
"bacillus",108,12.3711340206186
"presence",108,12.3711340206186
"properties",108,12.3711340206186
"associated",107,12.2565864833906
"increased",107,12.2565864833906
"microorganisms",106,12.1420389461627
"water",106,12.1420389461627
"compounds",105,12.0274914089347
"nov",104,11.9129438717068
"abundance",103,11.7983963344788
"concentration",102,11.6838487972509
"role",102,11.6838487972509
"effects",101,11.5693012600229
"fungal",101,11.5693012600229
"sequences",101,11.5693012600229
"structure",101,11.5693012600229
"chemical",100,11.454753722795
"genes",99,11.340206185567
"lower",97,11.1111111111111
"similarity",97,11.1111111111111
"streptomyces",97,11.1111111111111
"coastal",96,10.9965635738832
"plants",96,10.9965635738832
"acids",95,10.8820160366552
"gram",95,10.8820160366552
"characterized",94,10.7674684994273
"nature",94,10.7674684994273
"nutrient",94,10.7674684994273
"sites",94,10.7674684994273
"salinity",92,10.5383734249714
"values",92,10.5383734249714
"molecular",91,10.4238258877434
"low",90,10.3092783505155
"addition",89,10.1947308132875
"composition",89,10.1947308132875
"environment",89,10.1947308132875
"level",89,10.1947308132875
"medium",89,10.1947308132875
"analyses",88,10.0801832760596
"fatty",88,10.0801832760596
"specific",88,10.0801832760596
"concentrations",87,9.96563573883162
"degradation",87,9.96563573883162
"studies",87,9.96563573883162
"2022",86,9.85108820160367
"media",86,9.85108820160367
"studied",86,9.85108820160367
"12",85,9.73654066437572
"functional",85,9.73654066437572
"marine",85,9.73654066437572
"detected",84,9.62199312714777
"matter",84,9.62199312714777
"root",84,9.62199312714777
"surface",84,9.62199312714777
"avicennia",83,9.50744558991982
"genera",83,9.50744558991982
"india",83,9.50744558991982
"culture",82,9.39289805269187
"factors",82,9.39289805269187
"produced",81,9.27835051546392
"society",81,9.27835051546392
"temperature",81,9.27835051546392
"natural",80,9.16380297823597
"science",80,9.16380297823597
"2019",79,9.04925544100802
"extract",79,9.04925544100802
"average",78,8.93470790378007
"methods",78,8.93470790378007
"range",78,8.93470790378007
"active",77,8.82016036655212
"2021",76,8.70561282932417
"changes",76,8.70561282932417
"method",76,8.70561282932417
"enzyme",75,8.59106529209622
"predominant",75,8.59106529209622
"reduction",75,8.59106529209622
"25",74,8.47651775486827
"50",74,8.47651775486827
"bacterium",74,8.47651775486827
"biomass",74,8.47651775486827
"ecological",74,8.47651775486827
"increase",74,8.47651775486827
"number",74,8.47651775486827
"phenotypic",74,8.47651775486827
"rate",74,8.47651775486827
"selected",74,8.47651775486827
"2020",73,8.36197021764032
"closely",73,8.36197021764032
"groups",73,8.36197021764032
"time",73,8.36197021764032
"author",72,8.24742268041237
"levels",72,8.24742268041237
"process",72,8.24742268041237
"20",71,8.13287514318442
"ability",71,8.13287514318442
"biochemical",71,8.13287514318442
"differences",70,8.01832760595647
"authors",69,7.90378006872852
"distribution",69,7.90378006872852
"environments",69,7.90378006872852
"maximum",69,7.90378006872852
"metabolites",69,7.90378006872852
"processes",69,7.90378006872852
"sources",69,7.90378006872852
"analyzed",68,7.78923253150057
"approach",68,7.78923253150057
"area",68,7.78923253150057
"dominant",68,7.78923253150057
"forests",68,7.78923253150057
"sample",68,7.78923253150057
"30",67,7.67468499427262
"taxonomic",67,7.67468499427262
"13",66,7.56013745704467
"group",66,7.56013745704467
"negative",66,7.56013745704467
"designated",65,7.44558991981672
"incubation",65,7.44558991981672
"microbes",65,7.44558991981672
"cells",64,7.33104238258877
"roots",64,7.33104238258877
"98",63,7.21649484536082
"control",63,7.21649484536082
"nacl",63,7.21649484536082
"tested",63,7.21649484536082
"indicating",62,7.10194730813287
"isolation",62,7.10194730813287
"unique",62,7.10194730813287
"15",61,6.98739977090493
"16",61,6.98739977090493
"aerobic",61,6.98739977090493
"bioactive",61,6.98739977090493
"decreased",61,6.98739977090493
"demonstrated",61,6.98739977090493
"derived",61,6.98739977090493
"evaluated",61,6.98739977090493
"sea",61,6.98739977090493
"conducted",60,6.87285223367698
"confirmed",60,6.87285223367698
"reduced",60,6.87285223367698
"rhizophora",60,6.87285223367698
"antimicrobial",59,6.75830469644903
"chemotaxonomic",59,6.75830469644903
"salt",59,6.75830469644903
"actinobacteria",58,6.64375715922108
"distinct",58,6.64375715922108
"enhanced",58,6.64375715922108
"genome",58,6.64375715922108
"mol",58,6.64375715922108
"represents",58,6.64375715922108
"tropical",58,6.64375715922108
"2017",57,6.52920962199313
"basis",57,6.52920962199313
"determine",57,6.52920962199313
"dsm",57,6.52920962199313
"understanding",57,6.52920962199313
"verlag",57,6.52920962199313
"11",56,6.41466208476518
"iso",56,6.41466208476518
"marina",56,6.41466208476518
"morphological",56,6.41466208476518
"pseudomonas",56,6.41466208476518
"zone",56,6.41466208476518
"2015",55,6.30011454753723
"40",55,6.30011454753723
"development",55,6.30011454753723
"highly",55,6.30011454753723
"mass",55,6.30011454753723
"mk",55,6.30011454753723
"oil",55,6.30011454753723
"produce",55,6.30011454753723
"relative",55,6.30011454753723
"t",55,6.30011454753723
"characterization",54,6.18556701030928
"days",54,6.18556701030928
"diverse",54,6.18556701030928
"experiment",54,6.18556701030928
"polar",54,6.18556701030928
"14",53,6.07101947308133
"contained",53,6.07101947308133
"optimum",53,6.07101947308133
"parameters",53,6.07101947308133
"structures",53,6.07101947308133
"agar",52,5.95647193585338
"identification",52,5.95647193585338
"ms",52,5.95647193585338
"wetland",52,5.95647193585338
"c16",51,5.84192439862543
"contaminated",51,5.84192439862543
"findings",51,5.84192439862543
"lipids",51,5.84192439862543
"phosphorus",51,5.84192439862543
"producing",51,5.84192439862543
"reducing",51,5.84192439862543
"wetlands",51,5.84192439862543
"areas",50,5.72737686139748
"examined",50,5.72737686139748
"hybridization",50,5.72737686139748
"key",50,5.72737686139748
"metal",50,5.72737686139748
"pcr",50,5.72737686139748
"region",50,5.72737686139748
"site",50,5.72737686139748
"suggested",50,5.72737686139748
"types",50,5.72737686139748
"work",50,5.72737686139748
"considered",49,5.61282932416953
"enzymes",49,5.61282932416953
"habitats",49,5.61282932416953
"indicate",49,5.61282932416953
"influence",49,5.61282932416953
"system",49,5.61282932416953
"2016",48,5.49828178694158
"60",48,5.49828178694158
"abundant",48,5.49828178694158
"carried",48,5.49828178694158
"correlated",48,5.49828178694158
"increasing",48,5.49828178694158
"members",48,5.49828178694158
"physiological",48,5.49828178694158
"proteobacteria",48,5.49828178694158
"shaped",48,5.49828178694158
"tidal",48,5.49828178694158
"treatment",48,5.49828178694158
"100",47,5.38373424971363
"99",47,5.38373424971363
"cycling",47,5.38373424971363
"diphosphatidylglycerol",47,5.38373424971363
"large",47,5.38373424971363
"order",47,5.38373424971363
"performed",47,5.38373424971363
"phosphatidylethanolamine",47,5.38373424971363
"polyphasic",47,5.38373424971363
"profile",47,5.38373424971363
"provide",47,5.38373424971363
"97",46,5.26918671248568
"actinomycetes",46,5.26918671248568
"aspergillus",46,5.26918671248568
"belonging",46,5.26918671248568
"involved",46,5.26918671248568
"iums",46,5.26918671248568
"limited",46,5.26918671248568
"rates",46,5.26918671248568
"reported",46,5.26918671248568
"result",46,5.26918671248568
"weight",46,5.26918671248568
"35",45,5.15463917525773
"70",45,5.15463917525773
"aim",45,5.15463917525773
"al",45,5.15463917525773
"anaerobic",45,5.15463917525773
"fermentation",45,5.15463917525773
"fungus",45,5.15463917525773
"protein",45,5.15463917525773
"screened",45,5.15463917525773
"tree",45,5.15463917525773
"22",44,5.04009163802978
"business",44,5.04009163802978
"dominated",44,5.04009163802978
"gas",44,5.04009163802978
"genomic",44,5.04009163802978
"glucose",44,5.04009163802978
"identity",44,5.04009163802978
"phosphate",44,5.04009163802978
"pollution",44,5.04009163802978
"potent",44,5.04009163802978
"rdna",44,5.04009163802978
"rich",44,5.04009163802978
"suggesting",44,5.04009163802978
"c15",43,4.92554410080183
"change",43,4.92554410080183
"cm",43,4.92554410080183
"compound",43,4.92554410080183
"copyright",43,4.92554410080183
"identify",43,4.92554410080183
"impact",43,4.92554410080183
"main",43,4.92554410080183
"substrate",43,4.92554410080183
"chromatography",42,4.81099656357388
"coast",42,4.81099656357388
"correlation",42,4.81099656357388
"effective",42,4.81099656357388
"human",42,4.81099656357388
"kandelia",42,4.81099656357388
"nutrients",42,4.81099656357388
"phosphatidylglycerol",42,4.81099656357388
"play",42,4.81099656357388
"promising",42,4.81099656357388
"relationship",42,4.81099656357388
"represent",42,4.81099656357388
"response",42,4.81099656357388
"24",41,4.69644902634593
"aimed",41,4.69644902634593
"biological",41,4.69644902634593
"influenced",41,4.69644902634593
"screening",41,4.69644902634593
"test",41,4.69644902634593
"18",40,4.58190148911798
"2018",40,4.58190148911798
"2023",40,4.58190148911798
"capacity",40,4.58190148911798
"depth",40,4.58190148911798
"experiments",40,4.58190148911798
"greater",40,4.58190148911798
"population",40,4.58190148911798
"report",40,4.58190148911798
"spore",40,4.58190148911798
"variation",40,4.58190148911798
"05",39,4.46735395189003
"17",39,4.46735395189003
"37",39,4.46735395189003
"acetate",39,4.46735395189003
"coli",39,4.46735395189003
"conclusion",39,4.46735395189003
"degrading",39,4.46735395189003
"global",39,4.46735395189003
"inhibition",39,4.46735395189003
"metabolic",39,4.46735395189003
"relatedness",39,4.46735395189003
"secondary",39,4.46735395189003
"size",39,4.46735395189003
"wall",39,4.46735395189003
"actinomycete",38,4.35280641466208
"assay",38,4.35280641466208
"better",38,4.35280641466208
"broth",38,4.35280641466208
"crude",38,4.35280641466208
"estuary",38,4.35280641466208
"field",38,4.35280641466208
"function",38,4.35280641466208
"functions",38,4.35280641466208
"heavy",38,4.35280641466208
"patterns",38,4.35280641466208
"period",38,4.35280641466208
"purified",38,4.35280641466208
"stable",38,4.35280641466208
"sulfate",38,4.35280641466208
"switzerland",38,4.35280641466208
"2014",37,4.23825887743414
"80",37,4.23825887743414
"antibacterial",37,4.23825887743414
"assessed",37,4.23825887743414
"biodegradation",37,4.23825887743414
"biodiversity",37,4.23825887743414
"bioremediation",37,4.23825887743414
"cellular",37,4.23825887743414
"displayed",37,4.23825887743414
"genotypic",37,4.23825887743414
"island",37,4.23825887743414
"loss",37,4.23825887743414
"metagenomic",37,4.23825887743414
"strong",37,4.23825887743414
"taxa",37,4.23825887743414
"μg",37,4.23825887743414
"19",36,4.12371134020619
"21",36,4.12371134020619
"23",36,4.12371134020619
"28",36,4.12371134020619
"applied",36,4.12371134020619
"comparison",36,4.12371134020619
"cycle",36,4.12371134020619
"electron",36,4.12371134020619
"formed",36,4.12371134020619
"grow",36,4.12371134020619
"intertidal",36,4.12371134020619
"knowledge",36,4.12371134020619
"located",36,4.12371134020619
"long",36,4.12371134020619
"measured",36,4.12371134020619
"metals",36,4.12371134020619
"nitrate",36,4.12371134020619
"removal",36,4.12371134020619
"reserve",36,4.12371134020619
"subjected",36,4.12371134020619
"understand",36,4.12371134020619
"anteiso",35,4.00916380297824
"dynamics",35,4.00916380297824
"efficiency",35,4.00916380297824
"evaluate",35,4.00916380297824
"inhibitory",35,4.00916380297824
"malaysia",35,4.00916380297824
"model",35,4.00916380297824
"organisms",35,4.00916380297824
"penicillium",35,4.00916380297824
"rod",35,4.00916380297824
"sampling",35,4.00916380297824
"71",34,3.89461626575029
"95",34,3.89461626575029
"96",34,3.89461626575029
"antibiotic",34,3.89461626575029
"archaea",34,3.89461626575029
"combination",34,3.89461626575029
"dependent",34,3.89461626575029
"dry",34,3.89461626575029
"gradient",34,3.89461626575029
"investigate",34,3.89461626575029
"leaf",34,3.89461626575029
"nbrc",34,3.89461626575029
"ranged",34,3.89461626575029
"recorded",34,3.89461626575029
"2012",33,3.78006872852234
"2013",33,3.78006872852234
"32",33,3.78006872852234
"42",33,3.78006872852234
"affect",33,3.78006872852234
"ammonium",33,3.78006872852234
"application",33,3.78006872852234
"best",33,3.78006872852234
"co2",33,3.78006872852234
"colonization",33,3.78006872852234
"current",33,3.78006872852234
"factor",33,3.78006872852234
"habitat",33,3.78006872852234
"nucleotide",33,3.78006872852234
"profiles",33,3.78006872852234
"staphylococcus",33,3.78006872852234
"suggests",33,3.78006872852234
"varied",33,3.78006872852234
"wide",33,3.78006872852234
"26",32,3.66552119129439
"45",32,3.66552119129439
"48",32,3.66552119129439
"72",32,3.66552119129439
"amount",32,3.66552119129439
"assess",32,3.66552119129439
"belonged",32,3.66552119129439
"contamination",32,3.66552119129439
"ethyl",32,3.66552119129439
"gmbh",32,3.66552119129439
"industrial",32,3.66552119129439
"mechanisms",32,3.66552119129439
"national",32,3.66552119129439
"nmr",32,3.66552119129439
"province",32,3.66552119129439
"ratio",32,3.66552119129439
"regions",32,3.66552119129439
"richness",32,3.66552119129439
"river",32,3.66552119129439
"saline",32,3.66552119129439
"seasonal",32,3.66552119129439
"technique",32,3.66552119129439
"terrestrial",32,3.66552119129439
"33",31,3.55097365406644
"accumulation",31,3.55097365406644
"aureus",31,3.55097365406644
"c17",31,3.55097365406644
"contents",31,3.55097365406644
"decomposition",31,3.55097365406644
"distributed",31,3.55097365406644
"enrichment",31,3.55097365406644
"extracted",31,3.55097365406644
"extraction",31,3.55097365406644
"fe",31,3.55097365406644
"formation",31,3.55097365406644
"future",31,3.55097365406644
"gc",31,3.55097365406644
"mccc",31,3.55097365406644
"pathogens",31,3.55097365406644
"pattern",31,3.55097365406644
"products",31,3.55097365406644
"sulfur",31,3.55097365406644
"techniques",31,3.55097365406644
"44",30,3.43642611683849
"75",30,3.43642611683849
"applications",30,3.43642611683849
"biogeochemical",30,3.43642611683849
"capable",30,3.43642611683849
"climate",30,3.43642611683849
"density",30,3.43642611683849
"diaminopimelic",30,3.43642611683849
"dissolved",30,3.43642611683849
"escherichia",30,3.43642611683849
"exclusive",30,3.43642611683849
"experimental",30,3.43642611683849
"explored",30,3.43642611683849
"fold",30,3.43642611683849
"food",30,3.43642611683849
"mm",30,3.43642611683849
"mycorrhizal",30,3.43642611683849
"occurrence",30,3.43642611683849
"oxidizing",30,3.43642611683849
"peptidoglycan",30,3.43642611683849
"presented",30,3.43642611683849
"short",30,3.43642611683849
"south",30,3.43642611683849
"spectrometry",30,3.43642611683849
"spectroscopy",30,3.43642611683849
"stain",30,3.43642611683849
"sugars",30,3.43642611683849
"times",30,3.43642611683849
"tolerance",30,3.43642611683849
"73",29,3.32187857961054
"antibiotics",29,3.32187857961054
"difference",29,3.32187857961054
"efficient",29,3.32187857961054
"estuarine",29,3.32187857961054
"firmicutes",29,3.32187857961054
"good",29,3.32187857961054
"inhibited",29,3.32187857961054
"investigation",29,3.32187857961054
"lipid",29,3.32187857961054
"metabolism",29,3.32187857961054
"methyl",29,3.32187857961054
"motile",29,3.32187857961054
"scale",29,3.32187857961054
"stress",29,3.32187857961054
"trees",29,3.32187857961054
"unknown",29,3.32187857961054
"vegetation",29,3.32187857961054
"zones",29,3.32187857961054
"36",28,3.20733104238259
"anthropogenic",28,3.20733104238259
"antioxidant",28,3.20733104238259
"arbuscular",28,3.20733104238259
"cluster",28,3.20733104238259
"complex",28,3.20733104238259
"component",28,3.20733104238259
"explore",28,3.20733104238259
"included",28,3.20733104238259
"induced",28,3.20733104238259
"land",28,3.20733104238259
"licence",28,3.20733104238259
"oxygen",28,3.20733104238259
"phosphatidylinositol",28,3.20733104238259
"spatial",28,3.20733104238259
"spp",28,3.20733104238259
"status",28,3.20733104238259
"will",28,3.20733104238259
"27",27,3.09278350515464
"47",27,3.09278350515464
"day",27,3.09278350515464
"de",27,3.09278350515464
"energy",27,3.09278350515464
"forming",27,3.09278350515464
"free",27,3.09278350515464
"interactions",27,3.09278350515464
"iron",27,3.09278350515464
"laboratory",27,3.09278350515464
"length",27,3.09278350515464
"llc",27,3.09278350515464
"lowest",27,3.09278350515464
"microscopy",27,3.09278350515464
"obovata",27,3.09278350515464
"oxidation",27,3.09278350515464
"populations",27,3.09278350515464
"rhizospheric",27,3.09278350515464
"sole",27,3.09278350515464
"subtilis",27,3.09278350515464
"supported",27,3.09278350515464
"taylor",27,3.09278350515464
"unidentified",27,3.09278350515464
"vibrio",27,3.09278350515464
"2011",26,2.97823596792669
"alterniflora",26,2.97823596792669
"amino",26,2.97823596792669
"analysed",26,2.97823596792669
"anti",26,2.97823596792669
"association",26,2.97823596792669
"concluded",26,2.97823596792669
"decrease",26,2.97823596792669
"despite",26,2.97823596792669
"extracellular",26,2.97823596792669
"extracts",26,2.97823596792669
"family",26,2.97823596792669
"jcm",26,2.97823596792669
"locations",26,2.97823596792669
"mangrovi",26,2.97823596792669
"methane",26,2.97823596792669
"phospholipid",26,2.97823596792669
"spartina",26,2.97823596792669
"spectroscopic",26,2.97823596792669
"systems",26,2.97823596792669
"thailand",26,2.97823596792669
"throughput",26,2.97823596792669
"treated",26,2.97823596792669
"typical",26,2.97823596792669
"yeast",26,2.97823596792669
"29",25,2.86368843069874
"31",25,2.86368843069874
"55",25,2.86368843069874
"90",25,2.86368843069874
"archaeal",25,2.86368843069874
"bacteroidetes",25,2.86368843069874
"broad",25,2.86368843069874
"chain",25,2.86368843069874
"characterize",25,2.86368843069874
"components",25,2.86368843069874
"contribute",25,2.86368843069874
"degraded",25,2.86368843069874
"enriched",25,2.86368843069874
"evidence",25,2.86368843069874
"form",25,2.86368843069874
"francis",25,2.86368843069874
"health",25,2.86368843069874
"hydrocarbons",25,2.86368843069874
"initial",25,2.86368843069874
"kctc",25,2.86368843069874
"liquid",25,2.86368843069874
"litter",25,2.86368843069874
"microbiome",25,2.86368843069874
"micromonospora",25,2.86368843069874
"phyla",25,2.86368843069874
"resistance",25,2.86368843069874
"single",25,2.86368843069874
"spectrum",25,2.86368843069874
"stability",25,2.86368843069874
"substrates",25,2.86368843069874
"treatments",25,2.86368843069874
"variables",25,2.86368843069874
"availability",24,2.74914089347079
"bio",24,2.74914089347079
"class",24,2.74914089347079
"consistent",24,2.74914089347079
"degrade",24,2.74914089347079
"described",24,2.74914089347079
"differed",24,2.74914089347079
"enhance",24,2.74914089347079
"gel",24,2.74914089347079
"genetic",24,2.74914089347079
"great",24,2.74914089347079
"greenhouse",24,2.74914089347079
"grown",24,2.74914089347079
"heterotrophic",24,2.74914089347079
"hydrocarbon",24,2.74914089347079
"improved",24,2.74914089347079
"lead",24,2.74914089347079
"licensee",24,2.74914089347079
"mdpi",24,2.74914089347079
"menaquinone",24,2.74914089347079
"microbiology",24,2.74914089347079
"occurred",24,2.74914089347079
"pathways",24,2.74914089347079
"performance",24,2.74914089347079
"phylum",24,2.74914089347079
"physical",24,2.74914089347079
"positively",24,2.74914089347079
"primary",24,2.74914089347079
"productivity",24,2.74914089347079
"promoted",24,2.74914089347079
"provided",24,2.74914089347079
"ranging",24,2.74914089347079
"recovered",24,2.74914089347079
"resistant",24,2.74914089347079
"season",24,2.74914089347079
"spores",24,2.74914089347079
"state",24,2.74914089347079
"statistical",24,2.74914089347079
"terms",24,2.74914089347079
"uv",24,2.74914089347079
"variations",24,2.74914089347079
"yield",24,2.74914089347079
"56",23,2.63459335624284
"abundances",23,2.63459335624284
"ammonia",23,2.63459335624284
"antagonistic",23,2.63459335624284
"aromatic",23,2.63459335624284
"bay",23,2.63459335624284
"c18",23,2.63459335624284
"common",23,2.63459335624284
"condition",23,2.63459335624284
"constructed",23,2.63459335624284
"counts",23,2.63459335624284
"cytotoxic",23,2.63459335624284
"discovery",23,2.63459335624284
"enzymatic",23,2.63459335624284
"features",23,2.63459335624284
"international",23,2.63459335624284
"library",23,2.63459335624284
"management",23,2.63459335624284
"menaquinones",23,2.63459335624284
"meso",23,2.63459335624284
"months",23,2.63459335624284
"named",23,2.63459335624284
"objective",23,2.63459335624284
"optimal",23,2.63459335624284
"productive",23,2.63459335624284
"publishing",23,2.63459335624284
"reports",23,2.63459335624284
"rice",23,2.63459335624284
"showing",23,2.63459335624284
"university",23,2.63459335624284
"utilization",23,2.63459335624284
"west",23,2.63459335624284
"years",23,2.63459335624284
"01",22,2.52004581901489
"74",22,2.52004581901489
"accession",22,2.52004581901489
"achieved",22,2.52004581901489
"basel",22,2.52004581901489
"bp",22,2.52004581901489
"clusters",22,2.52004581901489
"comprised",22,2.52004581901489
"conclusions",22,2.52004581901489
"consisted",22,2.52004581901489
"critical",22,2.52004581901489
"culturable",22,2.52004581901489
"cultures",22,2.52004581901489
"essential",22,2.52004581901489
"fusarium",22,2.52004581901489
"genbank",22,2.52004581901489
"hainan",22,2.52004581901489
"ii",22,2.52004581901489
"leaves",22,2.52004581901489
"mic",22,2.52004581901489
"microbiological",22,2.52004581901489
"native",22,2.52004581901489
"numbers",22,2.52004581901489
"optimized",22,2.52004581901489
"plate",22,2.52004581901489
"pollutants",22,2.52004581901489
"promoting",22,2.52004581901489
"red",22,2.52004581901489
"reference",22,2.52004581901489
"relation",22,2.52004581901489
"seasons",22,2.52004581901489
"seedlings",22,2.52004581901489
"small",22,2.52004581901489
"solubilizing",22,2.52004581901489
"vitro",22,2.52004581901489
"waste",22,2.52004581901489
"69",21,2.40549828178694
"absolute",21,2.40549828178694
"actinobacterial",21,2.40549828178694
"aeruginosa",21,2.40549828178694
"agricultural",21,2.40549828178694
"assessment",21,2.40549828178694
"brazil",21,2.40549828178694
"clade",21,2.40549828178694
"closest",21,2.40549828178694
"combined",21,2.40549828178694
"core",21,2.40549828178694
"coupled",21,2.40549828178694
"developed",21,2.40549828178694
"elements",21,2.40549828178694
"established",21,2.40549828178694
"fixation",21,2.40549828178694
"fixing",21,2.40549828178694
"improve",21,2.40549828178694
"invasion",21,2.40549828178694
"local",21,2.40549828178694
"mannose",21,2.40549828178694
"mechanism",21,2.40549828178694
"minimum",21,2.40549828178694
"multiple",21,2.40549828178694
"pathway",21,2.40549828178694
"principal",21,2.40549828178694
"rapid",21,2.40549828178694
"ratios",21,2.40549828178694
"reaction",21,2.40549828178694
"remediation",21,2.40549828178694
"respiration",21,2.40549828178694
"rna",21,2.40549828178694
"roles",21,2.40549828178694
"significance",21,2.40549828178694
"synthesis",21,2.40549828178694
"year",21,2.40549828178694
"α",21,2.40549828178694
"2009",20,2.29095074455899
"62",20,2.29095074455899
"additionally",20,2.29095074455899
"agents",20,2.29095074455899
"amplicon",20,2.29095074455899
"antifungal",20,2.29095074455899
"belong",20,2.29095074455899
"berlin",20,2.29095074455899
"cgmcc",20,2.29095074455899
"changed",20,2.29095074455899
"chloroflexi",20,2.29095074455899
"database",20,2.29095074455899
"denitrification",20,2.29095074455899
"digital",20,2.29095074455899
"emission",20,2.29095074455899
"encoding",20,2.29095074455899
"estimated",20,2.29095074455899
"feature",20,2.29095074455899
"freshwater",20,2.29095074455899
"germany",20,2.29095074455899
"h4",20,2.29095074455899
"halophilic",20,2.29095074455899
"hplc",20,2.29095074455899
"infrared",20,2.29095074455899
"inorganic",20,2.29095074455899
"location",20,2.29095074455899
"mangle",20,2.29095074455899
"materials",20,2.29095074455899
"morphology",20,2.29095074455899
"percentage",20,2.29095074455899
"quantitative",20,2.29095074455899
"quinone",20,2.29095074455899
"redox",20,2.29095074455899
"remain",20,2.29095074455899
"responsible",20,2.29095074455899
"scanning",20,2.29095074455899
"sensitive",20,2.29095074455899
"similarities",20,2.29095074455899
"sonneratia",20,2.29095074455899
"strategies",20,2.29095074455899
"structural",20,2.29095074455899
"term",20,2.29095074455899
"tests",20,2.29095074455899
"tolerant",20,2.29095074455899
"2010",19,2.17640320733104
"49",19,2.17640320733104
"51",19,2.17640320733104
"64",19,2.17640320733104
"87",19,2.17640320733104
"affiliated",19,2.17640320733104
"assigned",19,2.17640320733104
"bruguiera",19,2.17640320733104
"bulk",19,2.17640320733104
"candida",19,2.17640320733104
"cd",19,2.17640320733104
"characteristic",19,2.17640320733104
"classified",19,2.17640320733104
"complete",19,2.17640320733104
"contrast",19,2.17640320733104
"diffusion",19,2.17640320733104
"ecology",19,2.17640320733104
"electrophoresis",19,2.17640320733104
"fourier",19,2.17640320733104
"fraction",19,2.17640320733104
"heidelberg",19,2.17640320733104
"host",19,2.17640320733104
"hypothesis",19,2.17640320733104
"impacts",19,2.17640320733104
"led",19,2.17640320733104
"lines",19,2.17640320733104
"living",19,2.17640320733104
"pathogenic",19,2.17640320733104
"previous",19,2.17640320733104
"published",19,2.17640320733104
"reduce",19,2.17640320733104
"selection",19,2.17640320733104
"sem",19,2.17640320733104
"standard",19,2.17640320733104
"sundarbans",19,2.17640320733104
"taxonomy",19,2.17640320733104
"transform",19,2.17640320733104
"wastewater",19,2.17640320733104
"43",18,2.06185567010309
"46",18,2.06185567010309
"61",18,2.06185567010309
"65",18,2.06185567010309
"88",18,2.06185567010309
"92",18,2.06185567010309
"acidobacteria",18,2.06185567010309
"aerial",18,2.06185567010309
"alternative",18,2.06185567010309
"american",18,2.06185567010309
"biosynthetic",18,2.06185567010309
"cancer",18,2.06185567010309
"candel",18,2.06185567010309
"cellulose",18,2.06185567010309
"clear",18,2.06185567010309
"close",18,2.06185567010309
"colony",18,2.06185567010309
"contribution",18,2.06185567010309
"corresponding",18,2.06185567010309
"cycles",18,2.06185567010309
"depths",18,2.06185567010309
"differ",18,2.06185567010309
"distinguished",18,2.06185567010309
"families",18,2.06185567010309
"fragment",18,2.06185567010309
"fresh",18,2.06185567010309
"galactose",18,2.06185567010309
"generally",18,2.06185567010309
"germinans",18,2.06185567010309
"ic50",18,2.06185567010309
