"","Freq","Rel.Freq"
"bacillus megaterium",1,0.78740157480315
"bacillus pumilus",1,0.78740157480315
"bacillus sp. mangrove soil",1,0.78740157480315
"bacillus sp. strain 3c<sub>3</sub>",1,0.78740157480315
"bacillus subtilis subsp. subtilis",1,0.78740157480315
"bacillus thuringiensis",1,0.78740157480315
"bacterial consortium",1,0.78740157480315
"bacterial degradation",1,0.78740157480315
"bacterial diversity",1,0.78740157480315
"bacterial structure",1,0.78740157480315
"bacterial-remediation",1,0.78740157480315
"basidiomycota",1,0.78740157480315
"batch kinetics",1,0.78740157480315
"beach sediments",1,0.78740157480315
"benzo[a]pyrene",1,0.78740157480315
"bio-electrokinetic",1,0.78740157480315
"bioactive compounds",1,0.78740157480315
"biodiversity",1,0.78740157480315
"biogenic elements",1,0.78740157480315
"biogenic metal oxide",1,0.78740157480315
"bioindicators",1,0.78740157480315
"bioinformatics",1,0.78740157480315
"biolog ecoplates™",1,0.78740157480315
"biolog-eco",1,0.78740157480315
"biological invasion",1,0.78740157480315
"biological nitrogen fixation",1,0.78740157480315
"biomagnifications",1,0.78740157480315
"biomass production",1,0.78740157480315
"bioreactor",1,0.78740157480315
"biostimulation",1,0.78740157480315
"biotechnology",1,0.78740157480315
"bisphenol a",1,0.78740157480315
"bisphenols",1,0.78740157480315
"black mangrove",1,0.78740157480315
"blue carbon ecosystems",1,0.78740157480315
"bruguiera gymnorrhiza",1,0.78740157480315
"búzios",1,0.78740157480315
"cadmium",1,0.78740157480315
"carbohydrate degradation",1,0.78740157480315
"carbon sequestration",1,0.78740157480315
"carbon source utilization",1,0.78740157480315
"cazymes",1,0.78740157480315
"cell surface hydrophobicity",1,0.78740157480315
"cellulase",1,0.78740157480315
"characterization",1,0.78740157480315
"characterization of reduced product",1,0.78740157480315
"chemical oxygen demand (cod)",1,0.78740157480315
"chitinase",1,0.78740157480315
"chlorinated organic pollutant",1,0.78740157480315
"chromate reduction",1,0.78740157480315
"co-contaminated",1,0.78740157480315
"co-occurrence network analysis",1,0.78740157480315
"co<sub>2</sub>",1,0.78740157480315
"community structure",1,0.78740157480315
"conditionally rare taxa",1,0.78740157480315
"construction and demolition debris",1,0.78740157480315
"cooccurrence network",1,0.78740157480315
"copper stress",1,0.78740157480315
"cr(vi) reduction",1,0.78740157480315
"crop health",1,0.78740157480315
"crude oil",1,0.78740157480315
"cyp102",1,0.78740157480315
"dehalogenating bacteria",1,0.78740157480315
"dehydrogenase enzyme",1,0.78740157480315
"demography",1,0.78740157480315
"denaturing gradient gel electrophoresis (dgge)",1,0.78740157480315
"desert reforestation",1,0.78740157480315
"desorption",1,0.78740157480315
"diazotroph",1,0.78740157480315
"diazotrophs",1,0.78740157480315
"diesel degradation",1,0.78740157480315
"din",1,0.78740157480315
"dissipation",1,0.78740157480315
"disturbance",1,0.78740157480315
"diversispora",1,0.78740157480315
"dna-sip",1,0.78740157480315
"e-waste",1,0.78740157480315
"eastern thailand",1,0.78740157480315
"ecological processes",1,0.78740157480315
"ecological survey",1,0.78740157480315
"ecotoxicology",1,0.78740157480315
"edcs-degrading bacteria",1,0.78740157480315
"electron mediator",1,0.78740157480315
"electron transfer efficiency",1,0.78740157480315
"empty fruit bunch",1,0.78740157480315
"emulsifying activity",1,0.78740157480315
"endocrine disrupting chemicals (edcs)",1,0.78740157480315
"endocrine-disruptor",1,0.78740157480315
"endophyte",1,0.78740157480315
"endosphere",1,0.78740157480315
"enhancement",1,0.78740157480315
"enterobacter",1,0.78740157480315
"enumeration",1,0.78740157480315
"environment",1,0.78740157480315
"environmental compatibility",1,0.78740157480315
"enzyme",1,0.78740157480315
"esterase enzyme",1,0.78740157480315
"estrogens",1,0.78740157480315
"exogenous nitrogen",1,0.78740157480315
"fern",1,0.78740157480315
"ferradura lagoon",1,0.78740157480315
"fipronil",1,0.78740157480315
"flue gas desulfurization",1,0.78740157480315
"freundlich isotherm",1,0.78740157480315
"frutifications",1,0.78740157480315
"ftir",1,0.78740157480315
"functional bacteria",1,0.78740157480315
"functional diversity",1,0.78740157480315
