"","Freq","Rel.Freq"
"phenanthrene",8,6.2992125984252
"population abundance",8,6.2992125984252
"priority journal",8,6.2992125984252
"rna",8,6.2992125984252
"actinobacteria",7,5.51181102362205
"bacterial dna",7,5.51181102362205
"chloroflexi",7,5.51181102362205
"concentration (parameters)",7,5.51181102362205
"contamination",7,5.51181102362205
"dna, bacterial",7,5.51181102362205
"environmental monitoring",7,5.51181102362205
"gammaproteobacteria",7,5.51181102362205
"gene expression",7,5.51181102362205
"kandelia obovata",7,5.51181102362205
"organic pollutants",7,5.51181102362205
"physical chemistry",7,5.51181102362205
"pseudomonas",7,5.51181102362205
"pyrene",7,5.51181102362205
"remediation",7,5.51181102362205
"soil microorganism",7,5.51181102362205
"soil remediation",7,5.51181102362205
"analysis",6,4.7244094488189
"anthracene",6,4.7244094488189
"bacterium identification",6,4.7244094488189
"bacteroidetes",6,4.7244094488189
"benzoic acid",6,4.7244094488189
"bioaccumulation",6,4.7244094488189
"chemical composition",6,4.7244094488189
"fungus",6,4.7244094488189
"genetic analysis",6,4.7244094488189
"iron",6,4.7244094488189
"microbial degradation",6,4.7244094488189
"organic matter",6,4.7244094488189
"phylogenetic tree",6,4.7244094488189
"phylogeny",6,4.7244094488189
"scanning electron microscopy",6,4.7244094488189
"seedling",6,4.7244094488189
"sodium chloride",6,4.7244094488189
"soil property",6,4.7244094488189
"total organic carbon",6,4.7244094488189
"toxicity",6,4.7244094488189
"adsorption",5,3.93700787401575
"bacillus",5,3.93700787401575
"bacterial cell",5,3.93700787401575
"bacterial count",5,3.93700787401575
"biomolecules",5,3.93700787401575
"biosurfactant",5,3.93700787401575
"chemical analysis",5,3.93700787401575
"coastal waters",5,3.93700787401575
"dna",5,3.93700787401575
"dna 16s",5,3.93700787401575
"environmental factor",5,3.93700787401575
"ester",5,3.93700787401575
"firmicutes",5,3.93700787401575
"fourier transform infrared spectroscopy",5,3.93700787401575
"gas chromatography",5,3.93700787401575
"genes",5,3.93700787401575
"growth, development and aging",5,3.93700787401575
"heavy metals",5,3.93700787401575
"human",5,3.93700787401575
"marine environment",5,3.93700787401575
"microbial consortium",5,3.93700787401575
"oil pollution",5,3.93700787401575
"organic carbon",5,3.93700787401575
"oxidoreductase",5,3.93700787401575
"phosphorus",5,3.93700787401575
"planctomycetes",5,3.93700787401575
"plastic",5,3.93700787401575
"poaceae",5,3.93700787401575
"pollution",5,3.93700787401575
"procedures",5,3.93700787401575
"reduction",5,3.93700787401575
"reforestation",5,3.93700787401575
"soil analysis",5,3.93700787401575
"soil pollution control",5,3.93700787401575
"species diversity",5,3.93700787401575
"surface active agents",5,3.93700787401575
"surfactant",5,3.93700787401575
"temperature",5,3.93700787401575
"waste component removal",5,3.93700787401575
"water pollution",5,3.93700787401575
"acidobacteria",4,3.1496062992126
"ammonia",4,3.1496062992126
"aspergillus",4,3.1496062992126
"avicennia germinans",4,3.1496062992126
"bacterial gene",4,3.1496062992126
"bacterial growth",4,3.1496062992126
"biotransformation",4,3.1496062992126
"bruguiera gymnorrhiza",4,3.1496062992126
"cadmium",4,3.1496062992126
"coastal sediment",4,3.1496062992126
"comparative study",4,3.1496062992126
"concentration (parameter)",4,3.1496062992126
"deltaproteobacteria",4,3.1496062992126
"detoxification",4,3.1496062992126
"endophyte",4,3.1496062992126
"escherichia coli",4,3.1496062992126
"esters",4,3.1496062992126
"forest",4,3.1496062992126
"forestry",4,3.1496062992126
"halogenation",4,3.1496062992126
"halophilic bacterium",4,3.1496062992126
"heavy metal",4,3.1496062992126
"indian ocean",4,3.1496062992126
"inoculation",4,3.1496062992126
"lead",4,3.1496062992126
"mangrove ecosystems",4,3.1496062992126
"mass fragmentography",4,3.1496062992126
"mass spectrometry",4,3.1496062992126
"microbiome",4,3.1496062992126
"microcosm",4,3.1496062992126
"microorganism",4,3.1496062992126
"molecular weight",4,3.1496062992126
"nucleotide sequence",4,3.1496062992126
